,,,,,,,
"The Nordic List",,,,,,,
"Companies 2008-07-18",,,,,,,
" ",,,,,,,
,Currency,Exchange,,,"Short Name",ISIN,
,,,,,,,
"SRV Group plc",EUR,HEL,MID,Industrials,SRV1V,FI0009015309,
"SWECO AB ser. A",SEK,STO,MID,Industrials,"SWEC A",SE0000489080,
"SWECO AB ser. B",SEK,STO,MID,Industrials,"SWEC B",SE0000489098,
"Systemair AB",SEK,STO,MID,Industrials,SYSR,SE0002133975,
"Tamfelt Oyj Etuoikeutettu osake",EUR,HEL,MID,Industrials,TAFKS,FI0009000947,
"Tamfelt Oyj Kantaosake",EUR,HEL,MID,Industrials,TAFPS,FI0009000939,
"Transcom WorldWide S.A SDB ser. A",SEK,STO,MID,Industrials,"TWW SDB A",SE0000818023,
"Transcom WorldWide S.A SDB ser. B",SEK,STO,MID,Industrials,"TWW SDB B",SE0000818031,
"Vacon Oyj",EUR,HEL,MID,Industrials,VAC1V,FI0009009567,
"VBG GROUP AB ser. B",SEK,STO,MID,Industrials,"VBG B",SE0000115107,
"ÅF AB ser. B",SEK,STO,MID,Industrials,"AF B",SE0000115578,
"Axis AB",SEK,STO,MID,"Information Technology",AXIS,SE0000672354,
"Comptel Oyj",EUR,HEL,MID,"Information Technology",CTL1V,FI0009008221,
"Elektrobit Group Oyj",EUR,HEL,MID,"Information Technology",EBG1V,FI0009007264,
"F-Secure Oyj",EUR,HEL,MID,"Information Technology",FSC1V,FI0009801310,
"HiQ International AB",SEK,STO,MID,"Information Technology",HIQ,SE0000461709,
"Industrial & Financial Systems AB ser. A",SEK,STO,MID,"Information Technology","IFS A",SE0000189953,
"Industrial & Financial Systems AB ser. B",SEK,STO,MID,"Information Technology","IFS B",SE0000189946,
"Lawson Software, Inc.",SEK,STO,MID,"Information Technology",LWSN,US52078P1021,
"LBI International AB",SEK,STO,MID,"Information Technology",LBI,SE0000495293,
"Net Insight AB ser. B",SEK,STO,MID,"Information Technology","NETI B",SE0000366098,
"Orc Software AB",SEK,STO,MID,"Information Technology",ORC,SE0000634321,
SimCorp,DKK,CSE,MID,"Information Technology",SIM,DK0016026164,
"Tekla Oyj",EUR,HEL,MID,"Information Technology",TLA1V,FI0009008833,
"Thrane & Thrane",DKK,CSE,MID,"Information Technology",THRAN,DK0010279215,
"TradeDoubler AB",SEK,STO,MID,"Information Technology",TRAD,SE0001552357,
"Vaisala Oyj A",EUR,HEL,MID,"Information Technology",VAIAS,FI0009900682,
"Ahlstrom Corporation Oyj",EUR,HEL,MID,Materials,AHL1V,FI0009010391,
"Auriga Industries B",DKK,CSE,MID,Materials,"AURI B",DK0010233816,
"Billerud AB",SEK,STO,MID,Materials,BILL,SE0000862997,
"Flügger B",DKK,CSE,MID,Materials,"FLUG B",DK0010218189,
"H+H International",DKK,CSE,MID,Materials,"HH B",DK0015202451,
"Huhtamäki Oyj",EUR,HEL,MID,Materials,HUH1V,FI0009000459,
"Höganäs AB ser. B",SEK,STO,MID,Materials,"HOGA B",SE0000232175,
"M-real Oyj A",EUR,HEL,MID,Materials,MRLAV,FI0009000640,
"M-real Oyj B",EUR,HEL,MID,Materials,MRLBV,FI0009000665,
"Greentech Energy Systems",DKK,CSE,MID,Utilities,GES,DK0010240514,
AaB,DKK,CSE,SMALL,"Consumer Discretionary",AAB,DK0010247014,
"A-Com AB",SEK,STO,SMALL,"Consumer Discretionary",ACOM,SE0000592677,
"Andersen & Martini B",DKK,CSE,SMALL,"Consumer Discretionary","AM B",DK0010283597,
"Bilia AB ser. A",SEK,STO,SMALL,"Consumer Discretionary","BILI A",SE0000102295,
"BoConcept Holding B",DKK,CSE,SMALL,"Consumer Discretionary","BOCON B",DK0060050201,
"Borås Wäfveri AB ser. B",SEK,STO,SMALL,"Consumer Discretionary","WAFV B",SE0000101891,
"BRIO AB ser. B",SEK,STO,SMALL,"Consumer Discretionary","BRIO B",SE0000102006,
"Brøndby IF B",DKK,CSE,SMALL,"Consumer Discretionary","BIF B",DK0010247956,
Dantax,DKK,CSE,SMALL,"Consumer Discretionary",DANT,DK0015205637,
Dicentia,DKK,CSE,SMALL,"Consumer Discretionary",DICENT,DK0010242213,
"Egetæpper B",DKK,CSE,SMALL,"Consumer Discretionary","EGE B",DK0010259290,
"Elanders AB ser. B",SEK,STO,SMALL,"Consumer Discretionary","ELAN B",SE0000119299,
"Europeinvestment A/S",DKK,CSE,SMALL,"Consumer Discretionary",EUROPE,DK0010143312,
"Evia Oyj",EUR,HEL,SMALL,"Consumer Discretionary",EVI1V,FI0009900377,
"Fenix Outdoor AB ser. B",SEK,STO,SMALL,"Consumer Discretionary","FIX B",SE0000104788,
"Gabriel Holding",DKK,CSE,SMALL,"Consumer Discretionary",GABR,DK0060124691,
"Gyldendal A",DKK,CSE,SMALL,"Consumer Discretionary","GYLD A",DK0010247527,
"Gyldendal B",DKK,CSE,SMALL,"Consumer Discretionary","GYLD B",DK0010247600,
"Holdings. af 25.november 1972",DKK,CSE,SMALL,"Consumer Discretionary",HOLD,DK0010270420,
"Honkarakenne Oyj B",EUR,HEL,SMALL,"Consumer Discretionary",HONBS,FI0009900104,
"KABE Husvagnar AB ser. B",SEK,STO,SMALL,"Consumer Discretionary","KABE B",SE0000107724,
"Keskisuomalainen Oyj A",EUR,HEL,SMALL,"Consumer Discretionary",KSLAV,FI0009007546,
"Lastas B",DKK,CSE,SMALL,"Consumer Discretionary","LAST B",DK0010146927,
"Marimekko Oyj",EUR,HEL,SMALL,"Consumer Discretionary",MMO1V,FI0009007660,
"Netonnet AB",SEK,STO,SMALL,"Consumer Discretionary",NON,SE0000657140,
"Nilörngruppen AB ser. B",SEK,STO,SMALL,"Consumer Discretionary","NILG B",SE0000418402,
"Nordic Service Partners Holding AB ser B",SEK,STO,SMALL,"Consumer Discretionary","NSP B",SE0000476954,
"Scandinavian Brake Systems A/S",DKK,CSE,SMALL,"Consumer Discretionary",SBS,DK0060042612,
"SIF Fodbold Support B",DKK,CSE,SMALL,"Consumer Discretionary","SIF B",DK0010128008,
"Swedol AB ser. B",SEK,STO,SMALL,"Consumer Discretionary","SWOL B",SE0001733841,
"Søndagsavisen a-s",DKK,CSE,SMALL,"Consumer Discretionary",SOEN,DK0010270347,
"Talentum Oyj",EUR,HEL,SMALL,"Consumer Discretionary",TTM1V,FI0009900898,
"Ticket Travel Group AB",SEK,STO,SMALL,"Consumer Discretionary",TICK,SE0000378127,
"Tiimari Oyj Abp",EUR,HEL,SMALL,"Consumer Discretionary",TII1V,FI0009003859,
"Wedins Skor & Accessoarer AB ser. B",SEK,STO,SMALL,"Consumer Discretionary","WED B",SE0000396822,
"Viborg Håndbold Klub B",DKK,CSE,SMALL,"Consumer Discretionary","VIBHK B",DK0016017171,
"Wulff-Yhtiöt Oy",EUR,HEL,SMALL,"Consumer Discretionary",WUF1V,FI0009008452,
"Zodiak Television AB ser. B",SEK,STO,SMALL,"Consumer Discretionary","ZODI B",SE0000374993,
"Århus Elite B",DKK,CSE,SMALL,"Consumer Discretionary","ELITE B",DK0010263722,
"First Farms A/S",DKK,CSE,SMALL,"Consumer Staples",FFARMS,DK0060056166,
"Harboes Bryggeri B",DKK,CSE,SMALL,"Consumer Staples","HARB B",DK0060014751,
Hedegaard,DKK,CSE,SMALL,"Consumer Staples",HEDE,DK0010206929,
"Lännen Tehtaat Oyj",EUR,HEL,SMALL,"Consumer Staples",LTE1S,FI0009003503,
"Midelfart Sonesson AB ser. A",SEK,STO,SMALL,"Consumer Staples","MSON A",SE0000565210,
"Midelfart Sonesson AB ser. B",SEK,STO,SMALL,"Consumer Staples","MSON B",SE0000565228,
"Sláturfélag Suðurlands svf.",ISK,ISE,SMALL,"Consumer Staples","SFS B",IS0000001311,
"Suominen Oyj",EUR,HEL,SMALL,"Consumer Staples",SUY1V,FI0009010862,
"United Plantation Africa Ltd",DKK,CSE,SMALL,"Consumer Staples",UPAL,DK0010193416,
"Vinnslustöðin hf.",ISK,ISE,SMALL,"Consumer Staples",VNST,IS0000000602,
"Concordia Maritime AB ser. B",SEK,STO,SMALL,Energy,"CCOR B",SE0000102824,
"Svithoid Tankers AB ser. B",SEK,STO,SMALL,Energy,"SVIT B",SE0000641151,
"Aarhus Lokalbank",DKK,CSE,SMALL,Financials,AARHUS,DK0060088797,
"Affärsstrategerna AB ser. B",SEK,STO,SMALL,Financials,"AFFS B",SE0000445934,
"Alm. Brand Formue B",DKK,CSE,SMALL,Financials,"ALMBF B",DK0010300276,
"Alm. Brand Pantebreve B",DKK,CSE,SMALL,Financials,"ALMBP B",DK0010136969,
"Amanda Capital Oyj",EUR,HEL,SMALL,Financials,AMC1V,FI0009009617,
"Asgaard Group",DKK,CSE,SMALL,Financials,ASGGRO,DK0010131309,
Bonusbanken,DKK,CSE,SMALL,Financials,BONU,DK0010302488,
"Catena AB",SEK,STO,SMALL,Financials,CATE,SE0001664707,
"Dagon AB",SEK,STO,SMALL,Financials,DAG,SE0000646606,
"Dan-Ejendomme Holding",DKK,CSE,SMALL,Financials,DEH,DK0010292663,
"Deltaq, A/S",DKK,CSE,SMALL,Financials,DELTAQ,DK0060090181,
"DiBa Bank",DKK,CSE,SMALL,Financials,DIBA,DK0060076941,
"Din Bostad Sverige AB",SEK,STO,SMALL,Financials,DIN,SE0000614695,
"Diös Fastigheter AB",SEK,STO,SMALL,Financials,DIOS,SE0001634262,
"Djurslands Bank",DKK,CSE,SMALL,Financials,DJUR,DK0060136273,
"DK Trends Invest A/S",DKK,CSE,SMALL,Financials,DKTI,DK0060076008,
"Fastighets AB Balder ser. B",SEK,STO,SMALL,Financials,"BALD B",SE0000455057,
"FormueEvolution I A/S",DKK,CSE,SMALL,Financials,FEI,DK0060120947,
"FormueEvolution II A/S",DKK,CSE,SMALL,Financials,FEII,DK0060121242,
"Formuepleje Optimum A/S",DKK,CSE,SMALL,Financials,FPOPT,DK0060026680,
"Geveko, AB ser. B",SEK,STO,SMALL,Financials,"GVKO B",SE0000105264,
"Griffin III Berlin B",DKK,CSE,SMALL,Financials,"GRFBER B",DK0060052843,
"Griffin IV Berlin B",DKK,CSE,SMALL,Financials,"GRIFIV B",DK0060085694,
"Gudme Raaschou Vision",DKK,CSE,SMALL,Financials,GRVIS,DK0010298868,
"Havsfrun Investment AB ser. B",SEK,STO,SMALL,Financials,"HAV B",SE0000312043,
"Hvidbjerg Bank",DKK,CSE,SMALL,Financials,HVID,DK0060135978,
"Interavanti Oyj",EUR,HEL,SMALL,Financials,INA1S,FI0009002349,
"Investea German High Street II B",DKK,CSE,SMALL,Financials,"IGHS2 B",DK0060093524,
"Jensen & Møller Invest",DKK,CSE,SMALL,Financials,JMI,DK0010020668,
"Julius Tallberg-Kiinteistöt Oyj",EUR,HEL,SMALL,Financials,JTK1V,FI0009001879,
"KapitalPleje A/S",DKK,CSE,SMALL,Financials,KAP,DK0060020485,
"Klima Invest A/S",DKK,CSE,SMALL,Financials,KLIMA,DK0060093607,
Kreditbanken,DKK,CSE,SMALL,Financials,KRE,DK0010253764,
"Land & Leisure A",DKK,CSE,SMALL,Financials,"LL A",DK0010243534,
"Land & Leisure B",DKK,CSE,SMALL,Financials,"LL B",DK0010240860,
"Ledstiernan AB ser. B",SEK,STO,SMALL,Financials,"LEDS B",SE0000251902,
"LinkMed AB",SEK,STO,SMALL,Financials,LMED,SE0000619181,
"Lokalbanken i Nordsjælland",DKK,CSE,SMALL,Financials,LOKA,DK0010312446,
"Lollands Bank",DKK,CSE,SMALL,Financials,LOLB,DK0060000107,
"Luxonen S.A. SDB",SEK,STO,SMALL,Financials,"LUXO SDB",SE0000168304,
"Luxor B",DKK,CSE,SMALL,Financials,"LUXOR B",DK0010213628,
"Max Bank",DKK,CSE,SMALL,Financials,MAX,DK0010305903,
"Morsø Bank",DKK,CSE,SMALL,Financials,MORS,DK0010017797,
"Møns Bank",DKK,CSE,SMALL,Financials,MNBA,DK0060133841,
"National Bank of Greece",DKK,CSE,SMALL,Financials,NBG,DK0010218932,
"Neomarkka Oyj B",EUR,HEL,SMALL,Financials,NEMBV,FI0009800296,
"Nordfyns Bank",DKK,CSE,SMALL,Financials,NRDF,DK0010015072,
"Norvestia Oyj",EUR,HEL,SMALL,Financials,NVABV,FI0009000160,
"Novestra AB",SEK,STO,SMALL,Financials,NOVE,SE0000514689,
"Panostaja Oyj A",EUR,HEL,SMALL,Financials,PNAAS,FI0009800361,
"Panostaja Oyj B",EUR,HEL,SMALL,Financials,PNABS,FI0009800379,
"Prime Office A/S",DKK,CSE,SMALL,Financials,PRIMOF,DK0060137594,
"Ringkjøbing Bank",DKK,CSE,SMALL,Financials,RIBA,DK0010300193,
"Sagax AB",SEK,STO,SMALL,Financials,SAGA,SE0000538852,
"Sagax AB pref",SEK,STO,SMALL,Financials,"SAGA PREF",SE0001629288,
"Salling Bank",DKK,CSE,SMALL,Financials,SALB,DK0010017367,
"Scandinavian Private Equity A/S ",DKK,CSE,SMALL,Financials,SPEAS,DK0060068682,
"Skælskør Bank",DKK,CSE,SMALL,Financials,SKLS,DK0010309491,
"Skjern Bank",DKK,CSE,SMALL,Financials,SKJE,DK0010295922,
"Small Cap Danmark",DKK,CSE,SMALL,Financials,SCD,DK0010305077,
"Spar Nord FormueInvest",DKK,CSE,SMALL,Financials,SPNFI,DK0010309574,
"Sparekassen Hvetbo A/S",DKK,CSE,SMALL,Financials,HVETBO,DK0060100592,
"SSK S.Säästäjien Kiinteistöt Oyj",EUR,HEL,SMALL,Financials,SSK1S,FI0009900559,
"Svendborg Sparekasse",DKK,CSE,SMALL,Financials,SVEND,DK0010282359,
"Svolder AB ser. A",SEK,STO,SMALL,Financials,"SVOL A",SE0000205932,
"Svolder AB ser. B",SEK,STO,SMALL,Financials,"SVOL B",SE0000205940,
Totalbanken,DKK,CSE,SMALL,Financials,TOTA,DK0060082758,
"Tower Group",DKK,CSE,SMALL,Financials,TOWER,DK0011188035,
"Traction AB ser. B",SEK,STO,SMALL,Financials,"TRAC B",SE0000391716,
"Tønder Bank",DKK,CSE,SMALL,Financials,TNDR,DK0060002236,
"Walls A/S",DKK,CSE,SMALL,Financials,WALLS,DK0060040673,
"Vestfyns Bank",DKK,CSE,SMALL,Financials,VEFY,DK0010019306,
"Victor International",DKK,CSE,SMALL,Financials,VIINT,DK0010022367,
"Victoria Properties",DKK,CSE,SMALL,Financials,VIPRO,DK0015216675,
"Vinderup Bank",DKK,CSE,SMALL,Financials,VIND,DK0060136513,
"Vordingborg Bank",DKK,CSE,SMALL,Financials,VORD,DK0010019652,
"Østjydsk Bank",DKK,CSE,SMALL,Financials,OJBA,DK0010017607,
"Aerocrine AB Ser. B",SEK,STO,SMALL,"Health Care","AERO B",SE0000434292,
"Ambu A/S",DKK,CSE,SMALL,"Health Care","AMBU B",DK0010303619,
"Artimplant AB ser. B",SEK,STO,SMALL,"Health Care","ARTI B",SE0000413221,
"BioGaia AB ser. B",SEK,STO,SMALL,"Health Care","BIOG B",SE0000470395,
"Biohit Oyj B",EUR,HEL,SMALL,"Health Care",BIOBV,FI0009005482,
"Biolin AB",SEK,STO,SMALL,"Health Care",BLIN,SE0000327090,
"BioPhausia AB",SEK,STO,SMALL,"Health Care",BIOP,SE0001048984,
"BioPorto B",DKK,CSE,SMALL,"Health Care","BIOP B",DK0011048619,
"Biotage AB",SEK,STO,SMALL,"Health Care",BIOT,SE0000454746,
"Biotie Therapies Oyj",EUR,HEL,SMALL,"Health Care",BTH1V,FI0009011571,
"ChemoMetec A/S",DKK,CSE,SMALL,"Health Care",CHEMM,DK0060055861,
"Curalogic A/S",DKK,CSE,SMALL,"Health Care",CUR,DK0060040756,
"Diamyd Medical AB ser. B",SEK,STO,SMALL,"Health Care","DIAM B",SE0000337917,
"Elos AB ser. B",SEK,STO,SMALL,"Health Care","ELOS B",SE0000120776,
"EpiCept Corporation",SEK,STO,SMALL,"Health Care",EPCT,US2942642057,
"Exiqon A/S",DKK,CSE,SMALL,"Health Care",EXQ,DK0060077758,
"Feelgood Svenska AB",SEK,STO,SMALL,"Health Care",FEEL,SE0000381840,
"Human Care HC AB",SEK,STO,SMALL,"Health Care",HUMA,SE0000683757,
"Karo Bio AB",SEK,STO,SMALL,"Health Care",KARO,SE0000571416,
"Medivir AB ser. B",SEK,STO,SMALL,"Health Care","MVIR B",SE0000273294,
"Oral Hammaslääkärit Oyj",EUR,HEL,SMALL,"Health Care",ORA1V,FI0009007751,
"Orexo AB",SEK,STO,SMALL,"Health Care",ORX,SE0000736415,
"Ortivus AB ser. A",SEK,STO,SMALL,"Health Care","ORTI A",SE0000188930,
"Ortivus AB ser. B",SEK,STO,SMALL,"Health Care","ORTI B",SE0000123085,
"Oxigene, Inc.",SEK,STO,SMALL,"Health Care",OXGN,US6918281071,
Pharmexa,DKK,CSE,SMALL,"Health Care",PHARMX,DK0015966592,
"Probi AB",SEK,STO,SMALL,"Health Care",PROB,SE0001280355,
"RaySearch Laboratories AB ser. B",SEK,STO,SMALL,"Health Care","RAY B",SE0000135485,
"Suomen Terveystalo Oyj",EUR,HEL,SMALL,"Health Care",SUT1V,FI0009012413,
TopoTarget,DKK,CSE,SMALL,"Health Care",TOPO,DK0060003556,
"Vitrolife AB",SEK,STO,SMALL,"Health Care",VITR,SE0000816043,
"365 hf.",ISK,ISE,SMALL,Industrials,365,IS0000001410,
"AcadeMedia AB ser. B",SEK,STO,SMALL,Industrials,"ACAD B",SE0000375545,
"ACAP Invest AB ser. A",SEK,STO,SMALL,Industrials,"ACAP A",SE0000937674,
"ACAP Invest AB ser. B",SEK,STO,SMALL,Industrials,"ACAP B",SE0000937682,
"Arkil Holding B",DKK,CSE,SMALL,Industrials,"ARKIL B",DK0010025113,
"Atlantic Airways P/F",DKK,ISE,SMALL,Industrials,FO-AIR,FO0000000062,
"Bong Ljungdahl AB",SEK,STO,SMALL,Industrials,BONG,SE0000396061,
"Brd. Klee B",DKK,CSE,SMALL,Industrials,"KLEE B",DK0010129089,
"Brdr. A & O Johansen præf.",DKK,CSE,SMALL,Industrials,"AOJ P",DK0010231018,
"BTS Group AB ser. B",SEK,STO,SMALL,Industrials,"BTS B",SE0000805426,
"Componenta Oyj",EUR,HEL,SMALL,Industrials,CTH1V,FI0009010110,
"Consilium AB ser. B",SEK,STO,SMALL,Industrials,"CONS B",SE0000236382,
"CTT Systems AB",SEK,STO,SMALL,Industrials,CTT,SE0000418923,
"D/S Orion",DKK,CSE,SMALL,Industrials,ORION,DK0010246040,
"Dantherm A/S",DKK,CSE,SMALL,Industrials,DANTH,DK0010223692,
DanTruck-Heden,DKK,CSE,SMALL,Industrials,DANTR,DK0010182138,
"Done Solutions Oyj",EUR,HEL,SMALL,Industrials,DSO1V,FI0009010912,
"Duroc AB ser. B",SEK,STO,SMALL,Industrials,"DURC B",SE0000331266,
"Efore Oyj",EUR,HEL,SMALL,Industrials,EFO1V,FI0009900054,
"Elecster Oyj A",EUR,HEL,SMALL,Industrials,ELEAV,FI0009900658,
"Erria A/S",DKK,CSE,SMALL,Industrials,ERRIA,DK0060101483,
"Etteplan Oyj",EUR,HEL,SMALL,Industrials,ETT1V,FI0009008650,
"Expedit B",DKK,CSE,SMALL,Industrials,"EXP B",DK0015312474,
"F.E. Bording B",DKK,CSE,SMALL,Industrials,"BORD B",DK0010008028,
"Glunz & Jensen",DKK,CSE,SMALL,Industrials,GJ,DK0010249309,
"GPV Industri A",DKK,CSE,SMALL,Industrials,"GPV A",DK0010210012,
"GPV Industri B",DKK,CSE,SMALL,Industrials,"GPV B",DK0010210285,
"Gunnebo Industrier AB",SEK,STO,SMALL,Industrials,GIAB,SE0001447723,
"HL Display AB ser. B",SEK,STO,SMALL,Industrials,"HL B",SE0000214058,
"Højgaard Holding A",DKK,CSE,SMALL,Industrials,"HOEJ A",DK0010255892,
"Højgaard Holding B",DKK,CSE,SMALL,Industrials,"HOEJ B",DK0010255975,
"Intellecta AB ser. B",SEK,STO,SMALL,Industrials,"ICTA B",SE0000135287,
"Kesla Oyj A",EUR,HEL,SMALL,Industrials,KELAS,FI0009900237,
"Lammhults Design Group AB ser. B",SEK,STO,SMALL,Industrials,"LAMM B",SE0000386138,
"Larox Oyj B",EUR,HEL,SMALL,Industrials,LARBS,FI0009900328,
"Malmbergs Elektriska AB ser. B",SEK,STO,SMALL,Industrials,"MEAB B",SE0000507659,
"Martela Oyj A",EUR,HEL,SMALL,Industrials,MARAS,FI0009900385,
"Midway Holding AB ser. A",SEK,STO,SMALL,Industrials,"MIDW A",SE0000122657,
"Midway Holding AB ser. B",SEK,STO,SMALL,Industrials,"MIDW B",SE0000122673,
"Migatronic B.",DKK,CSE,SMALL,Industrials,"MIGA B",DK0010225127,
"Nederman Holding AB",SEK,STO,SMALL,Industrials,NMAN,SE0002000083,
"Nordic Tankers A/S",DKK,CSE,SMALL,Industrials,NORDIC,DK0060083996,
"NovaCast Technologies AB ser. B",SEK,STO,SMALL,Industrials,"NCAS B",SE0000362675,
"NTR Holding B",DKK,CSE,SMALL,Industrials,"NTR B",DK0010027671,
"Nurminen Logistics Oyj",EUR,HEL,SMALL,Industrials,NLG1V,FI0009900187,
"OEM International AB ser. B",SEK,STO,SMALL,Industrials,"OEM B",SE0000110116,
"Opcon AB",SEK,STO,SMALL,Industrials,OPCO,SE0000426652,
"PKC Group Oyj",EUR,HEL,SMALL,Industrials,PKC1V,FI0009006381,
"Poolia AB ser. B",SEK,STO,SMALL,Industrials,"POOL B",SE0000567539,
"Proffice AB ser. B",SEK,STO,SMALL,Industrials,"PROE B",SE0000470700,
"Raute Oyj A",EUR,HEL,SMALL,Industrials,RUTAV,FI0009004741,
"Rederi AB Transatlantic ser. B",SEK,STO,SMALL,Industrials,"RABT B",SE0000143521,
"Rejlerkoncernen AB",SEK,STO,SMALL,Industrials,"REJL B",SE0000123671,
Renewagy,DKK,CSE,SMALL,Industrials,REN,DK0060111367,
"Rias B",DKK,CSE,SMALL,Industrials,"RIAS B",DK0010125848,
"Roblon B",DKK,CSE,SMALL,Industrials,"RBLN B",DK0010133008,
"Rocla Oyj",EUR,HEL,SMALL,Industrials,ROC1V,FI0009006589,
"Rovsing A/S",DKK,CSE,SMALL,Industrials,ROV,DK0060049542,
"Sanistål B",DKK,CSE,SMALL,Industrials,"SANI B",DK0010245661,
"SCF Technologies A/S",DKK,CSE,SMALL,Industrials,SCFT,DK0060046522,
"SinterCast AB",SEK,STO,SMALL,Industrials,SINT,SE0000950982,
"SKAKO Industries A/S",DKK,CSE,SMALL,Industrials,SKAKOI,DK0010231877,
"Spæncom A",DKK,CSE,SMALL,Industrials,"SPNC A",DK0015326854,
"Spæncom B",DKK,CSE,SMALL,Industrials,"SPNC B",DK0015308019,
"Studsvik AB",SEK,STO,SMALL,Industrials,SVIK,SE0000653230,
"Svedbergs i Dalstorp AB ser. B",SEK,STO,SMALL,Industrials,"SVED B",SE0000407991,
"Takoma Oyj",EUR,HEL,SMALL,Industrials,TAM1V,FI0009901110,
"Trainers´ House Oyj",EUR,HEL,SMALL,Industrials,TRH1V,FI0009008122,
"Tricorona AB",SEK,STO,SMALL,Industrials,TRIC,SE0001493693,
"Tulikivi Oyj A",EUR,HEL,SMALL,Industrials,TULAV,FI0009900583,
"Turkistuottajat Oyj C",EUR,HEL,SMALL,Industrials,TURCS,FI0009800551,
"Turvatiimi Oyj",EUR,HEL,SMALL,Industrials,TUT1V,FI0009901045,
"Uniflex AB ser. B",SEK,STO,SMALL,Industrials,"UFLX B",SE0001283607,
"Vaahto Group Plc Oyj A",EUR,HEL,SMALL,Industrials,WAT1S,FI0009900708,
"Vaahto Group Plc Oyj K",EUR,HEL,SMALL,Industrials,WATKV,FI0009902308,
"XANO Industri AB ser. B",SEK,STO,SMALL,Industrials,"XANO B",SE0000119224,
"Acando AB ser. B",SEK,STO,SMALL,"Information Technology","ACAN B",SE0000105116,
"AddNode AB ser. B",SEK,STO,SMALL,"Information Technology","ANOD B",SE0000472268,
"Affecto Oyj",EUR,HEL,SMALL,"Information Technology",AFE1V,FI0009013312,
"Aldata Solution Oyj",EUR,HEL,SMALL,"Information Technology",ALD1V,FI0009007918,
"Anoto Group AB",SEK,STO,SMALL,"Information Technology",ANOT,SE0000547929,
"Aspiro AB",SEK,STO,SMALL,"Information Technology",ASP,SE0000500258,
"Aspocomp Group Oyj",EUR,HEL,SMALL,"Information Technology",ACG1V,FI0009008080,
"AudioDev AB ser B",SEK,STO,SMALL,"Information Technology","AUDV B",SE0000708620,
"Basware Oyj",EUR,HEL,SMALL,"Information Technology",BAS1V,FI0009008403,
"Beijer Electronics AB",SEK,STO,SMALL,"Information Technology",BELE,SE0000671711,
"Carl Lamm AB",SEK,STO,SMALL,"Information Technology",CLAM,SE0001739053,
"Carl Lamm Holding AB",SEK,STO,SMALL,"Information Technology",CLHO,SE0002469312,
"Cash Guard AB ser. B",SEK,STO,SMALL,"Information Technology","CASH B",SE0000514440,
"cBrain A/S",DKK,CSE,SMALL,"Information Technology",CBRAIN,DK0060030286,
"Cencorp Oyj",EUR,HEL,SMALL,"Information Technology",CNC1V,FI0009006951,
"Columbus IT Partner",DKK,CSE,SMALL,"Information Technology",COLUM,DK0010268366,
"Comendo A/S",DKK,CSE,SMALL,"Information Technology",COM,DK0060055515,
"Connecta AB",SEK,STO,SMALL,"Information Technology",CNTA,SE0001161530,
"Cybercom Group Europe AB",SEK,STO,SMALL,"Information Technology",CYBE,SE0000702169,
Danionics,DKK,CSE,SMALL,"Information Technology",DANIO,DK0010271238,
Danware,DKK,CSE,SMALL,"Information Technology",DANW,DK0010288125,
"Digia Plc",EUR,HEL,SMALL,"Information Technology",DIG1V,FI0009007983,
"Digital Vision AB",SEK,STO,SMALL,"Information Technology",DV,SE0000556292,
"DORO AB",SEK,STO,SMALL,"Information Technology",DORO,SE0000215493,
"EDB Gruppen",DKK,CSE,SMALL,"Information Technology",EDB,DK0010211093,
"Elcoteq SE A",EUR,HEL,SMALL,"Information Technology",ELQAV,FI0009006738,
"ElektronikGruppen BK AB ser. B",SEK,STO,SMALL,"Information Technology","ELGR B",SE0000101669,
"Enea AB",SEK,STO,SMALL,"Information Technology",ENEA,SE0000514374,
"Euroinvestor A/S",DKK,CSE,SMALL,"Information Technology",EI,DK0060074656,
"Fingerprint Cards AB ser. B",SEK,STO,SMALL,"Information Technology","FING B",SE0000422107,
"GeoSentric Plc",EUR,HEL,SMALL,"Information Technology",GEO1V,FI0009004204,
"HMS Networks AB",SEK,STO,SMALL,"Information Technology",HMS,SE0002136242,
"IBS AB ser. B",SEK,STO,SMALL,"Information Technology","IBS B",SE0000106759,
"Incap Oyj",EUR,HEL,SMALL,"Information Technology",ICP1V,FI0009006407,
"Ixonos Oyj",EUR,HEL,SMALL,"Information Technology",XNS1V,FI0009008007,
"Jeeves Information Systems AB",SEK,STO,SMALL,"Information Technology",JEEV,SE0000545626,
"Know IT AB",SEK,STO,SMALL,"Information Technology",KNOW,SE0000421273,
"Lagercrantz Group AB ser B",SEK,STO,SMALL,"Information Technology","LAGR B",SE0000808396,
Maconomy,DKK,CSE,SMALL,"Information Technology",MACO,DK0010274174,
"Micronic Laser Systems AB",SEK,STO,SMALL,"Information Technology",MICR,SE0000375115,
"Mobyson AB",SEK,STO,SMALL,"Information Technology",MOBY,SE0001159344,
"Modul 1 Data AB",SEK,STO,SMALL,"Information Technology",MOD1,SE0000345902,
"Mondo A/S",DKK,CSE,SMALL,"Information Technology",Mondo,DK0060047256,
"MSC Konsult AB ser. B",SEK,STO,SMALL,"Information Technology","MSC B",SE0000395105,
"MultiQ International AB",SEK,STO,SMALL,"Information Technology",MULQ,SE0000353898,
"NOCOM AB ser. B",SEK,STO,SMALL,"Information Technology","NOCM B",SE0000373128,
